日期,时段,电价,电力负荷,外送电,备用,光伏,风电
2022/8/4,17:45,513,34063,3000,3000,1900,2652
2022/8/4,18:00,513,33993,3000,3000,1590,2619
2022/8/4,18:15,866,34102,3000,3000,1307,2588
2022/8/4,18:30,866,34081,3000,3000,1062,2530
2022/8/4,18:45,866,34108,3000,3730,788,2502
2022/8/4,19:00,866,34007,3000,4273,539,2467
2022/8/4,19:15,1519,34134,3000,4082,369,2427
2022/8/4,19:30,1519,34078,3000,4083,240,2404
2022/8/4,19:45,1519,34114,3000,4021,131,2394
2022/8/4,20:00,1519,34190,3000,3971,47,2406
2022/8/4,20:15,1516,34311,3000,3857,7,2414
2022/8/4,20:30,1516,34383,2813,3692,2,2413
2022/8/4,20:45,1516,34290,2626,3638,0,2431
2022/8/4,21:00,1516,34334,2439,3528,0,2464
2022/8/4,21:15,927,34498,2250,3539,0,2458
2022/8/4,21:30,927,34370,2250,3881,0,2441
2022/8/4,21:45,927,34320,2250,3000,0,2453
2022/8/4,22:00,927,34181,2250,3000,0,2464
2022/8/4,22:15,1330,33908,2250,3000,0,2473
2022/8/4,22:30,1330,33908,2063,3000,0,2474
2022/8/4,22:45,1330,33737,1876,3000,0,2482
2022/8/4,23:00,1330,33502,1689,3000,0,2513
2022/8/4,23:15,729,33184,1500,3000,0,2532
2022/8/4,23:30,729,32953,1500,3000,0,2542
2022/8/4,23:45,729,32681,1500,3000,0,2572
2022/8/4,0:00,729,32477,1500,3000,0,2587
2022/8/5,0:15,932,32674,5282,3000,0,2456
2022/8/5,0:30,932,32543,5269,3000,0,2398
2022/8/5,0:45,932,32453,5275,3000,0,2410
2022/8/5,1:00,932,32456,5272,3032,0,2400
2022/8/5,1:15,1349,32408,5265,3029,0,2400
2022/8/5,1:30,1349,32342,5279,3064,0,2378
2022/8/5,1:45,1349,32212,5281,3242,0,2362
2022/8/5,2:00,1349,32186,5277,3179,0,2378
2022/8/5,2:15,562,32105,5284,3360,0,2346
2022/8/5,2:30,562,32111,5291,3208,0,2316
2022/8/5,2:45,562,32037,5291,3207,0,2272
2022/8/5,3:00,562,32035,5294,3180,0,2249
2022/8/5,3:15,668,31867,5288,3354,0,2204
2022/8/5,3:30,668,31934,5283,3390,0,2157
2022/8/5,3:45,668,31913,5274,3289,0,2120
2022/8/5,4:00,668,31913,5284,3293,0,2086
2022/8/5,4:15,1489,31815,5285,3386,0,2052
2022/8/5,4:30,1489,31870,5284,3237,0,2014
2022/8/5,4:45,1489,31770,5277,3355,0,1983
2022/8/5,5:00,1489,31846,5304,3204,0,1950
2022/8/5,5:15,1486,31834,5289,3212,4,1899
2022/8/5,5:30,1486,31948,5297,3072,23,1837
2022/8/5,5:45,1486,32109,5292,3000,65,1795
2022/8/5,6:00,1486,32331,5193,3000,118,1742
2022/8/5,6:15,1499,32522,5242,3000,222,1697
2022/8/5,6:30,1499,32778,5277,3000,389,1645
2022/8/5,6:45,1499,32938,5314,3000,604,1599
2022/8/5,7:00,1499,33077,5341,3000,861,1553
2022/8/5,7:15,1007,33363,5383,3000,1171,1521
2022/8/5,7:30,1007,33404,5424,3000,1520,1478
2022/8/5,7:45,1007,33531,5498,3000,1965,1449
2022/8/5,8:00,1007,33417,5544,3005,2414,1417
2022/8/5,8:15,467,33666,5580,3000,2834,1376
2022/8/5,8:30,467,33759,5630,3003,3274,1333
2022/8/5,8:45,467,33975,5700,3030,3727,1296
2022/8/5,9:00,467,34111,5739,3081,4180,1267
2022/8/5,9:15,413,34191,5780,3203,4559,1257
2022/8/5,9:30,413,34267,5825,3490,4900,1248
2022/8/5,9:45,413,34394,5848,3672,5224,1245
2022/8/5,10:00,413,34452,5869,3973,5557,1259
2022/8/5,10:15,399,34550,5901,4205,5824,1265
2022/8/5,10:30,399,34644,5770,4144,6052,1287
2022/8/5,10:45,399,34701,5774,4336,6252,1300
2022/8/5,11:00,399,34890,5805,4410,6468,1326
2022/8/5,11:15,347,35032,5819,4452,6628,1319
2022/8/5,11:30,347,35002,5837,4861,6765,1320
2022/8/5,11:45,347,34894,5849,5226,6876,1322
2022/8/5,12:00,347,34652,5878,5808,6964,1324
2022/8/5,12:15,306,34458,5871,6145,7020,1323
2022/8/5,12:30,306,34280,5887,6422,7058,1330
2022/8/5,12:45,306,34224,5907,6563,7089,1345
2022/8/5,13:00,306,34148,5894,6632,7086,1341
2022/8/5,13:15,336,34122,5890,6573,7038,1347
2022/8/5,13:30,336,34084,5871,6602,6954,1355
2022/8/5,13:45,336,34186,5855,6356,6845,1362
2022/8/5,14:00,336,34102,5839,6324,6697,1381
2022/8/5,14:15,345,34170,5819,6111,6532,1389
2022/8/5,14:30,345,34200,5778,5976,6359,1399
2022/8/5,14:45,345,34289,5739,5655,6144,1418
2022/8/5,15:00,345,34292,5729,5464,5904,1432
2022/8/5,15:15,377,34336,5712,5236,5655,1453
2022/8/5,15:30,377,34358,5669,4920,5389,1478
2022/8/5,15:45,377,34326,5629,4667,5113,1496
2022/8/5,16:00,377,34349,5597,4357,4773,1518
2022/8/5,16:15,927,34440,5565,3993,4431,1545
2022/8/5,16:30,927,34603,5507,3341,4081,1567
2022/8/5,16:45,927,34777,5464,3000,3725,1586
2022/8/5,17:00,927,34663,5467,3000,3321,1617
2022/8/5,17:15,1522,34561,5450,3000,2919,1652
2022/8/5,17:30,1522,34571,5388,3000,2510,1678
2022/8/5,17:45,1522,34595,5285,3000,2093,1706
2022/8/5,18:00,1522,34500,5423,3000,1705,1744
2022/8/5,18:15,1513,34513,5284,3000,1381,1802
2022/8/5,18:30,1513,34411,5451,3000,1103,1884
2022/8/5,18:45,1513,34467,5407,3000,797,1991
2022/8/5,19:00,1513,34387,5414,3000,528,2103
2022/8/5,19:15,1355,34462,5415,3000,345,2209
2022/8/5,19:30,1355,34384,5465,3000,218,2318
2022/8/5,19:45,1355,34383,5451,3059,114,2443
2022/8/5,20:00,1355,34401,5456,3000,30,2575
2022/8/5,20:15,578,34506,5452,3375,6,2667
2022/8/5,20:30,578,34608,5443,3000,2,2741
2022/8/5,20:45,578,34567,5452,3000,0,2822
2022/8/5,21:00,578,34556,5433,3000,0,2913
2022/8/5,21:15,504,34702,5382,3000,0,2981
2022/8/5,21:30,504,34603,5341,3000,0,3024
2022/8/5,21:45,504,34546,5336,3000,0,3076
2022/8/5,22:00,504,34480,5287,3000,0,3152
2022/8/5,22:15,542,34330,5277,3000,0,3254
2022/8/5,22:30,542,34184,5275,3000,0,3336
2022/8/5,22:45,542,33976,5266,3000,0,3443
2022/8/5,23:00,542,33789,5280,3000,0,3542
2022/8/5,23:15,515,33502,5273,3038,0,3619
2022/8/5,23:30,515,33298,5279,3261,0,3683
2022/8/5,23:45,515,33210,5289,3382,0,3767
2022/8/5,0:00,515,32980,5283,3612,0,3876
2022/8/6,0:15,553,32237,1500,3826,0,3953
2022/8/6,0:30,553,32148,1500,4007,0,4027
2022/8/6,0:45,553,32073,1500,4245,0,4141
2022/8/6,1:00,553,32057,1500,4344,0,4263
2022/8/6,1:15,487,32014,1500,4527,0,4380
2022/8/6,1:30,487,31947,1500,4679,0,4471
2022/8/6,1:45,487,31928,1500,4838,0,4577
2022/8/6,2:00,487,31841,1500,5096,0,4695
2022/8/6,2:15,432,31831,1500,5207,0,4772
2022/8/6,2:30,432,31781,1500,5260,0,4789
2022/8/6,2:45,432,31730,1500,5410,0,4825
2022/8/6,3:00,432,31729,1500,5518,0,4859
2022/8/6,3:15,407,31815,1500,5700,0,4893
2022/8/6,3:30,407,31692,1500,5740,0,4911
2022/8/6,3:45,407,31648,1500,5775,0,4934
2022/8/6,4:00,407,31630,1500,5835,0,4965
2022/8/6,4:15,371,31716,1500,5878,0,4966
2022/8/6,4:30,371,31556,1500,5878,0,4908
2022/8/6,4:45,371,31662,1500,5884,0,4889
2022/8/6,5:00,371,31590,1500,5917,0,4878
2022/8/6,5:15,395,31706,1500,5822,3,4801
2022/8/6,5:30,395,31807,1500,5668,20,4670
2022/8/6,5:45,395,31876,1500,5553,58,4535
2022/8/6,6:00,395,32096,1500,5181,105,4404
2022/8/6,6:15,509,32337,1500,5013,172,4290
2022/8/6,6:30,509,32471,1500,4858,293,4155
2022/8/6,6:45,509,32585,1500,4750,441,4019
2022/8/6,7:00,509,32705,1500,4745,608,3888
2022/8/6,7:15,566,32979,1500,4565,809,3671
2022/8/6,7:30,566,33089,1687,4377,1058,3431
2022/8/6,7:45,566,33170,1874,4272,1393,3288
2022/8/6,8:00,566,33113,2061,4338,1697,3261
2022/8/6,8:15,764,33297,2250,3997,1979,3180
2022/8/6,8:30,764,33417,2437,3914,2289,3054
2022/8/6,8:45,764,33609,2624,3745,2614,2948
2022/8/6,9:00,764,33727,2811,3599,2944,2889
2022/8/6,9:15,489,33834,3000,3431,3224,2853
2022/8/6,9:30,489,33878,3000,3568,3501,2814
2022/8/6,9:45,489,33995,3000,3628,3747,2811
2022/8/6,10:00,489,34091,3000,3711,3981,2849
2022/8/6,10:15,524,34149,3000,3754,4163,2860
2022/8/6,10:30,524,34255,3000,3645,4325,2840
2022/8/6,10:45,524,34371,3000,3577,4477,2828
2022/8/6,11:00,524,34553,3000,3483,4635,2874
2022/8/6,11:15,603,34674,3000,3388,4776,2853
2022/8/6,11:30,603,34602,2813,3637,4892,2786
2022/8/6,11:45,603,34504,2626,3910,4981,2764
2022/8/6,12:00,603,34267,2439,4291,5051,2743
2022/8/6,12:15,542,34042,2250,4671,5109,2717
2022/8/6,12:30,542,33946,2250,4662,5105,2672
2022/8/6,12:45,542,33849,2250,4642,5076,2665
2022/8/6,13:00,542,33787,2250,4581,5084,2677
2022/8/6,13:15,498,33728,2250,4613,5076,2672
2022/8/6,13:30,498,33736,2250,4538,5124,2677
2022/8/6,13:45,498,33779,2250,4443,5093,2714
2022/8/6,14:00,498,33743,2250,4391,4993,2773
2022/8/6,14:15,0,33787,2250,4217,4912,2803
2022/8/6,14:30,0,33840,2250,3992,4783,2758
2022/8/6,14:45,0,33884,2250,3803,4616,2755
2022/8/6,15:00,0,33912,2250,3615,4437,2750
2022/8/6,15:15,0,33945,2250,3391,4234,2768
2022/8/6,15:30,0,33937,2250,3169,4017,2751
2022/8/6,15:45,0,33936,2250,3000,3814,2747
2022/8/6,16:00,0,33988,2250,3000,3559,2767
2022/8/6,16:15,0,34029,2250,3000,3343,2739
2022/8/6,16:30,0,34173,2437,3000,3101,2707
2022/8/6,16:45,0,34284,2624,3000,2851,2685
2022/8/6,17:00,0,34168,2811,3000,2560,2684
2022/8/6,17:15,0,34054,3000,3000,2252,2725
2022/8/6,17:30,0,34077,3000,3000,1949,2690
2022/8/6,17:45,0,34104,3000,3000,1634,2662
2022/8/6,18:00,0,34028,3000,3000,1339,2643
2022/8/6,18:15,0,33999,3000,3314,1079,2626
2022/8/6,18:30,0,33940,3000,3188,850,2602
2022/8/6,18:45,0,33971,3000,4053,611,2592
2022/8/6,19:00,0,33874,3000,4102,424,2612
2022/8/6,19:15,0,33934,3000,3907,296,2585
2022/8/6,19:30,0,33892,3000,3946,191,2548
2022/8/6,19:45,0,33863,3000,3964,108,2536
2022/8/6,20:00,0,33877,3000,4011,33,2526
2022/8/6,20:15,0,33992,3000,3964,6,2522
2022/8/6,20:30,0,34101,2813,4018,2,2512
2022/8/6,20:45,0,34100,2626,4273,0,2499
2022/8/6,21:00,0,34121,2439,3124,0,2516
2022/8/6,21:15,0,34371,2250,3000,0,2495
2022/8/6,21:30,0,34349,2250,3000,0,2482
2022/8/6,21:45,0,34202,2250,3000,0,2487
2022/8/6,22:00,0,34006,2250,3000,0,2486
2022/8/6,22:15,0,33852,2250,3000,0,2535
2022/8/6,22:30,0,33774,2063,3000,0,2574
2022/8/6,22:45,0,33558,1876,3000,0,2618
2022/8/6,23:00,0,33354,1689,3000,0,2696
2022/8/6,23:15,0,33053,1500,3000,0,2758
2022/8/6,23:30,0,32843,1500,3000,0,2788
2022/8/6,23:45,0,32696,1500,3000,0,2809
2022/8/6,0:00,0,32514,1500,3000,0,2826
2022/8/7,0:15,965,31986,1500,3086,0,3179
2022/8/7,0:30,965,31868,1500,3234,0,3222
2022/8/7,0:45,965,31872,1500,3291,0,3183
2022/8/7,1:00,965,31816,1500,3335,0,3175
2022/8/7,1:15,798,31753,1500,3434,0,3150
2022/8/7,1:30,798,31680,1500,3559,0,3130
2022/8/7,1:45,798,31652,1500,3688,0,3148
2022/8/7,2:00,798,31657,1500,3865,0,3190
2022/8/7,2:15,554,31614,1500,3969,0,3176
2022/8/7,2:30,554,31540,1500,4054,0,3117
2022/8/7,2:45,554,31531,1500,4155,0,3091
2022/8/7,3:00,554,31492,1500,4223,0,3078
2022/8/7,3:15,544,31400,1500,4203,0,3029
2022/8/7,3:30,544,31410,1500,4191,0,2919
2022/8/7,3:45,544,31333,1500,4213,0,2840
2022/8/7,4:00,544,31343,1500,4227,0,2773
2022/8/7,4:15,503,31382,1500,4257,0,2727
2022/8/7,4:30,503,31333,1500,4305,0,2661
2022/8/7,4:45,503,31376,1500,4296,0,2610
2022/8/7,5:00,503,31385,1500,4304,0,2556
2022/8/7,5:15,629,31400,1500,4165,1,2487
2022/8/7,5:30,629,31548,1500,4053,17,2403
2022/8/7,5:45,629,31773,1500,3945,42,2347
2022/8/7,6:00,629,31892,1500,3660,84,2304
2022/8/7,6:15,599,32139,1500,3498,140,2264
2022/8/7,6:30,599,32328,1500,3534,238,2209
2022/8/7,6:45,599,32409,1500,3572,372,2164
2022/8/7,7:00,599,32529,1500,3628,535,2142
2022/8/7,7:15,531,32829,1500,3522,722,2111
2022/8/7,7:30,531,32893,1687,3405,967,2070
2022/8/7,7:45,531,32982,1874,3434,1266,2049
2022/8/7,8:00,531,32944,2061,3535,1562,2052
2022/8/7,8:15,476,33006,2250,3496,1856,2062
2022/8/7,8:30,476,33139,2437,3492,2125,2057
2022/8/7,8:45,476,33373,2624,3465,2413,2084
2022/8/7,9:00,476,33455,2811,3514,2736,2139
2022/8/7,9:15,418,33559,3000,3529,2993,2196
2022/8/7,9:30,418,33622,3000,3761,3261,2262
2022/8/7,9:45,418,33772,3000,3872,3508,2344
2022/8/7,10:00,418,33870,3000,4021,3745,2446
2022/8/7,10:15,400,33959,3000,4095,3915,2559
2022/8/7,10:30,400,34064,3000,3937,4088,2657
2022/8/7,10:45,400,34168,3000,3864,4211,2752
2022/8/7,11:00,400,34305,3000,3840,4369,2854
2022/8/7,11:15,395,34451,3000,3877,4507,2969
2022/8/7,11:30,395,34397,2813,4205,4589,3056
2022/8/7,11:45,395,34287,2626,4546,4686,3136
2022/8/7,12:00,395,34068,2439,5109,4791,3218
2022/8/7,12:15,384,33856,2250,5579,4835,3319
2022/8/7,12:30,384,33736,2250,5829,4843,3392
2022/8/7,12:45,384,33657,2250,6032,4869,3493
2022/8/7,13:00,384,33558,2250,6104,4865,3572
2022/8/7,13:15,378,33529,2250,6172,4836,3650
2022/8/7,13:30,378,33529,2250,6077,4747,3696
2022/8/7,13:45,378,33507,2250,6161,4709,3747
2022/8/7,14:00,378,33505,2250,6164,4593,3839
2022/8/7,14:15,400,33516,2250,6067,4453,3909
2022/8/7,14:30,400,33556,2250,5941,4273,3970
2022/8/7,14:45,400,33629,2250,5776,4063,4042
2022/8/7,15:00,400,33688,2250,5635,3819,4097
2022/8/7,15:15,448,33686,2250,5522,3652,4157
2022/8/7,15:30,448,33669,2250,5411,3444,4243
2022/8/7,15:45,448,33692,2250,5279,3241,4293
2022/8/7,16:00,448,33721,2250,5094,2984,4373
2022/8/7,16:15,517,33802,2250,4901,2741,4454
2022/8/7,16:30,517,33973,2437,4410,2485,4544
2022/8/7,16:45,517,34035,2624,3930,2228,4621
2022/8/7,17:00,517,33921,2811,3702,1998,4729
2022/8/7,17:15,697,33807,3000,3497,1785,4825
2022/8/7,17:30,697,33817,3000,3249,1549,4897
2022/8/7,17:45,697,33832,3000,3000,1297,4984
2022/8/7,18:00,697,33754,3000,3000,1070,5077
2022/8/7,18:15,1201,33711,3000,3000,868,5155
2022/8/7,18:30,1201,33669,3000,3000,703,5212
2022/8/7,18:45,1201,33716,3000,3000,523,5271
2022/8/7,19:00,1201,33598,3000,3000,374,5338
2022/8/7,19:15,752,33616,3000,3000,261,5405
2022/8/7,19:30,752,33584,3000,3000,170,5464
2022/8/7,19:45,752,33570,3000,3000,88,5512
2022/8/7,20:00,752,33647,3000,3000,22,5559
2022/8/7,20:15,517,33790,3000,3000,4,5589
2022/8/7,20:30,517,33890,2813,3000,1,5616
2022/8/7,20:45,517,33899,2626,3000,0,5655
2022/8/7,21:00,517,34028,2439,3000,0,5690
2022/8/7,21:15,472,34200,2250,3000,0,5697
2022/8/7,21:30,472,34091,2250,3000,0,5686
2022/8/7,21:45,472,34051,2250,3000,0,5670
2022/8/7,22:00,472,33863,2250,3232,0,5668
2022/8/7,22:15,690,33677,2250,3387,0,5664
2022/8/7,22:30,690,33597,2063,3628,0,5625
2022/8/7,22:45,690,33383,1876,4007,0,5599
2022/8/7,23:00,690,33101,1689,4391,0,5558
2022/8/7,23:15,424,32878,1500,4840,0,5528
2022/8/7,23:30,424,32691,1500,5041,0,5486
2022/8/7,23:45,424,32553,1500,5204,0,5451
2022/8/7,0:00,424,32350,1500,5351,0,5401
2022/8/8,0:15,432,32302,1500,5541,0,5147
2022/8/8,0:30,432,32165,1500,5626,0,5024
2022/8/8,0:45,432,32055,1500,5649,0,4974
2022/8/8,1:00,432,32053,1500,5632,0,4902
2022/8/8,1:15,449,31994,1500,5630,0,4833
2022/8/8,1:30,449,32019,1500,5662,0,4768
2022/8/8,1:45,449,31974,1500,5652,0,4709
2022/8/8,2:00,449,31860,1500,5617,0,4639
2022/8/8,2:15,447,31810,1500,5772,0,4559
2022/8/8,2:30,447,31797,1500,5788,0,4462
2022/8/8,2:45,447,31796,1500,5787,0,4374
2022/8/8,3:00,447,31765,1500,5742,0,4296
2022/8/8,3:15,458,31704,1500,5768,0,4210
2022/8/8,3:30,458,31612,1500,5679,0,4129
2022/8/8,3:45,458,31598,1500,5755,0,4046
2022/8/8,4:00,458,31630,1500,5732,0,3966
2022/8/8,4:15,501,31679,1500,5565,0,3878
2022/8/8,4:30,501,31585,1500,5611,0,3801
2022/8/8,4:45,501,31624,1500,5465,0,3720
2022/8/8,5:00,501,31596,1500,5445,0,3653
2022/8/8,5:15,553,31602,1500,5338,1,3580
2022/8/8,5:30,553,31659,1500,5122,15,3517
2022/8/8,5:45,553,31776,1500,4844,49,3455
2022/8/8,6:00,553,32080,1500,4523,86,3413
2022/8/8,6:15,1105,32310,1500,4274,138,3358
2022/8/8,6:30,1105,32510,1500,4026,218,3300
2022/8/8,6:45,1105,32647,1500,3982,318,3248
2022/8/8,7:00,1105,32734,1500,3850,431,3200
2022/8/8,7:15,1501,32990,1500,3577,568,3150
2022/8/8,7:30,1501,33081,1687,3413,731,3057
2022/8/8,7:45,1501,33178,1874,3279,933,2994
2022/8/8,8:00,1501,33173,2061,3373,1155,2928
2022/8/8,8:15,1150,33318,2250,3272,1347,2878
2022/8/8,8:30,1150,33412,2437,3103,1544,2851
2022/8/8,8:45,1150,33575,2624,3000,1763,2844
2022/8/8,9:00,1150,33717,2811,3000,1957,2842
2022/8/8,9:15,1261,33805,3000,3000,2128,2844
2022/8/8,9:30,1261,33732,3000,3000,2323,2848
2022/8/8,9:45,1261,33844,3000,3000,2461,2863
2022/8/8,10:00,1261,33959,3000,3000,2622,2889
2022/8/8,10:15,1173,33998,3000,3000,2762,2914
2022/8/8,10:30,1173,34098,3000,3000,2922,2923
2022/8/8,10:45,1173,34136,3000,3000,2980,2928
2022/8/8,11:00,1173,34411,3000,3000,3099,2956
2022/8/8,11:15,1268,34455,3000,3000,3201,2952
2022/8/8,11:30,1268,34404,2813,3196,3308,2916
2022/8/8,11:45,1268,34345,2626,3583,3421,2897
2022/8/8,12:00,1268,34080,2439,4080,3495,2879
2022/8/8,12:15,550,33996,2250,4481,3536,2844
2022/8/8,12:30,550,33871,2250,4683,3588,2797
2022/8/8,12:45,550,33686,2250,4826,3611,2755
2022/8/8,13:00,550,33599,2250,4963,3617,2705
2022/8/8,13:15,515,33588,2250,4976,3607,2662
2022/8/8,13:30,515,33409,2250,4992,3576,2620
2022/8/8,13:45,515,33563,2250,4968,3646,2586
2022/8/8,14:00,515,33516,2250,4983,3654,2557
2022/8/8,14:15,1023,33519,2250,4923,3630,2542
2022/8/8,14:30,1023,33614,2250,4833,3598,2539
2022/8/8,14:45,1023,33665,2250,4630,3499,2535
2022/8/8,15:00,1023,33645,2250,4559,3380,2528
2022/8/8,15:15,987,33705,2250,4517,3322,2537
2022/8/8,15:30,987,33689,2250,4438,3202,2552
2022/8/8,15:45,987,33610,2250,4331,3057,2571
2022/8/8,16:00,987,33766,2250,4145,2876,2587
2022/8/8,16:15,1370,33822,2250,3856,2687,2588
2022/8/8,16:30,1370,33976,2437,3341,2492,2594
2022/8/8,16:45,1370,34090,2624,3000,2265,2596
2022/8/8,17:00,1370,33978,2811,3000,2030,2608
2022/8/8,17:15,1498,33853,3000,3000,1778,2624
2022/8/8,17:30,1498,33867,3000,3000,1525,2630
2022/8/8,17:45,1498,33837,3000,3000,1254,2657
2022/8/8,18:00,1498,33804,3000,3000,1032,2683
2022/8/8,18:15,1498,33844,3000,3000,846,2706
2022/8/8,18:30,1498,33779,3000,3000,672,2733
2022/8/8,18:45,1498,33676,3000,3000,501,2768
2022/8/8,19:00,1498,33677,3000,3000,362,2814
2022/8/8,19:15,1497,33781,3000,3000,259,2862
2022/8/8,19:30,1497,33747,3000,3000,168,2901
2022/8/8,19:45,1497,33692,3000,3000,92,2949
2022/8/8,20:00,1497,33706,3000,3000,21,3008
2022/8/8,20:15,1273,33848,3000,3000,4,3040
2022/8/8,20:30,1273,33938,2813,3000,1,3067
2022/8/8,20:45,1273,33946,2626,3000,0,3106
2022/8/8,21:00,1273,33934,2439,3000,0,3144
2022/8/8,21:15,1474,34151,2250,3000,0,3159
2022/8/8,21:30,1474,34100,2250,3000,0,3158
2022/8/8,21:45,1474,33970,2250,3000,0,3158
2022/8/8,22:00,1474,33921,2250,3000,0,3161
2022/8/8,22:15,1335,33778,2250,3000,0,3148
2022/8/8,22:30,1335,33679,2063,3000,0,3115
2022/8/8,22:45,1335,33452,1876,3000,0,3092
2022/8/8,23:00,1335,33499,1689,3000,0,3078
2022/8/8,23:15,891,33191,1500,3215,0,3039
2022/8/8,23:30,891,32865,1500,3373,0,2993
2022/8/8,23:45,891,32523,1500,3501,0,2953
2022/8/8,0:00,891,32384,1500,3628,0,2936
2022/8/9,0:15,1274,31933,1500,4018,0,2387
2022/8/9,0:30,1274,31829,1500,4005,0,2308
2022/8/9,0:45,1274,31794,1500,4052,0,2276
2022/8/9,1:00,1274,31786,1500,4004,0,2244
2022/8/9,1:15,875,31741,1500,4042,0,2199
2022/8/9,1:30,875,31660,1500,4020,0,2151
2022/8/9,1:45,875,31635,1500,4007,0,2107
2022/8/9,2:00,875,31538,1500,4113,0,2065
2022/8/9,2:15,1499,31463,1500,4097,0,2010
2022/8/9,2:30,1499,31449,1500,4059,0,1935
2022/8/9,2:45,1499,31417,1500,4043,0,1872
2022/8/9,3:00,1499,31387,1500,3994,0,1822
2022/8/9,3:15,1499,31319,1500,4187,0,1778
2022/8/9,3:30,1499,31326,1500,4064,0,1737
2022/8/9,3:45,1499,31287,1500,4006,0,1696
2022/8/9,4:00,1499,31301,1500,3909,0,1663
2022/8/9,4:15,1075,31327,1500,3781,0,1619
2022/8/9,4:30,1075,31233,1500,3821,0,1594
2022/8/9,4:45,1075,31275,1500,3671,0,1573
2022/8/9,5:00,1075,31243,1500,3668,0,1553
2022/8/9,5:15,1275,31338,1500,3506,1,1536
2022/8/9,5:30,1275,31398,1500,3410,14,1517
2022/8/9,5:45,1275,31546,1500,3285,42,1501
2022/8/9,6:00,1275,31680,1500,3046,85,1491
2022/8/9,6:15,1449,31945,1500,3000,141,1496
2022/8/9,6:30,1449,32232,1500,3000,235,1501
2022/8/9,6:45,1449,32331,1500,3000,358,1510
2022/8/9,7:00,1449,32473,1500,3000,510,1508
2022/8/9,7:15,1312,32788,1500,3000,699,1504
2022/8/9,7:30,1312,32856,1687,3000,933,1498
2022/8/9,7:45,1312,32921,1874,3000,1243,1493
2022/8/9,8:00,1312,32793,2061,3000,1570,1501
2022/8/9,8:15,537,33006,2250,3000,1904,1503
2022/8/9,8:30,537,33079,2437,3000,2250,1516
2022/8/9,8:45,537,33306,2624,3000,2635,1541
2022/8/9,9:00,537,33350,2811,3000,3048,1568
2022/8/9,9:15,408,33483,3000,3000,3419,1609
2022/8/9,9:30,408,33483,3000,3000,3773,1659
2022/8/9,9:45,408,33558,3000,3000,4103,1726
2022/8/9,10:00,408,33620,3000,3200,4461,1796
2022/8/9,10:15,387,33739,3000,3398,4725,1845
2022/8/9,10:30,387,33808,3000,3484,4959,1878
2022/8/9,10:45,387,33875,3000,3628,5191,1911
2022/8/9,11:00,387,34045,3000,3720,5433,1942
2022/8/9,11:15,382,34143,3000,3828,5606,1968
2022/8/9,11:30,382,34114,2813,4201,5767,1970
2022/8/9,11:45,382,34017,2626,4586,5894,1974
2022/8/9,12:00,382,33831,2439,5056,6034,1978
2022/8/9,12:15,339,33603,2250,5565,6145,1974
2022/8/9,12:30,339,33503,2250,5765,6246,1957
2022/8/9,12:45,339,33398,2250,5943,6310,1951
2022/8/9,13:00,339,33315,2250,6033,6341,1940
2022/8/9,13:15,342,33281,2250,6162,6345,1920
2022/8/9,13:30,342,33344,2250,6102,6322,1919
2022/8/9,13:45,342,33350,2250,6068,6275,1917
2022/8/9,14:00,342,33335,2250,6115,6213,1928
2022/8/9,14:15,352,33344,2250,6031,6118,1949
2022/8/9,14:30,352,33373,2250,5797,5989,1961
2022/8/9,14:45,352,33451,2250,5562,5824,1980
2022/8/9,15:00,352,33450,2250,5483,5634,1994
2022/8/9,15:15,385,33482,2250,5285,5431,2016
2022/8/9,15:30,385,33503,2250,5091,5208,2040
2022/8/9,15:45,385,33457,2250,5006,4966,2062
2022/8/9,16:00,385,33499,2250,4668,4687,2098
2022/8/9,16:15,468,33618,2250,4343,4381,2121
2022/8/9,16:30,468,33683,2437,3829,4049,2154
2022/8/9,16:45,468,33864,2624,3066,3713,2185
2022/8/9,17:00,468,33735,2811,3000,3331,2230
2022/8/9,17:15,683,33674,3000,3000,2948,2276
2022/8/9,17:30,683,33610,3000,3000,2560,2314
2022/8/9,17:45,683,33685,3000,3000,2144,2374
2022/8/9,18:00,683,33607,3000,3000,1726,2444
2022/8/9,18:15,1236,33578,3000,3000,1387,2503
2022/8/9,18:30,1236,33434,3000,3000,1066,2575
2022/8/9,18:45,1236,33435,3000,3000,753,2673
2022/8/9,19:00,1236,33425,3000,3000,485,2769
2022/8/9,19:15,706,33449,3000,3000,318,2883
2022/8/9,19:30,706,33395,3000,3000,188,2996
2022/8/9,19:45,706,33411,3000,3000,90,3134
2022/8/9,20:00,706,33385,3000,3000,23,3281
2022/8/9,20:15,540,33484,3000,3000,5,3368
2022/8/9,20:30,540,33657,2813,3000,1,3400
2022/8/9,20:45,540,33791,2626,3000,0,3440
2022/8/9,21:00,540,33903,2439,3000,0,3496
2022/8/9,21:15,759,34018,2250,3000,0,3478
2022/8/9,21:30,759,33930,2250,3000,0,3430
2022/8/9,21:45,759,33809,2250,3000,0,3424
2022/8/9,22:00,759,33700,2250,3000,0,3431
2022/8/9,22:15,595,33630,2250,3000,0,3413
2022/8/9,22:30,595,33424,2063,3000,0,3385
2022/8/9,22:45,595,33254,1876,3000,0,3390
2022/8/9,23:00,595,33067,1689,3000,0,3413
2022/8/9,23:15,423,32778,1500,3314,0,3437
2022/8/9,23:30,423,32547,1500,3607,0,3414
